カテゴリ,略称,タイトル,学会,著者所属,Paper URL,Website URL,タスク,Domain,ロボット,Training,Evaluation,Modality,Dataset,Backbone,Action Generation,概要
End-to-End,Fast ECoT,Fast ECoT: Efficient Embodied Chain-of-Thought via Thoughts Reuse,,"University College London, University of Freiburg",https://arxiv.org/abs/2506.07639,,Manipulation,Tabletop,"Franka Emika Panda, Simulation","LoRA, Supervised",LIBERO,"Language, Proprioception, Vision","BridgeV2, DROID, LIBERO, Open-X-Embodiment","ECoT, OpenVLA",Autoregressive,"ECoTの反復的な推論をキャッシュ/再利用し、推論の並列化およびアクション-推論の非同期スケジューリングを導入することで、追加の学習なしで最大7.5倍高速なリアルタイムVLAロボット制御を実現しました。

従来の方法とは異なり、推論を段階ごとに独立して並列に生成し、キャッシュを活用して不要な計算を削減した点が核心的な手法です。"
"3D, End-to-End",BridgeVLA,BridgeVLA: Input-Output Alignment for Efficient 3D Manipulation Learning with Vision-Language Models,,China,https://arxiv.org/abs/2506.07961,https://bridgevla.github.io/home_page.html,Manipulation,Tabletop,"Franka Emika Panda, Simulation",Supervised,"Colosseum, GemBench, RLBench","Depth, Language, PointCloud, Vision","Colosseum, GemBench, RLBench, RoboPoint","PaliGemma, SigLIP",Heatmap,3Dポイントクラウドを複数の2D画像に投影し、VLMと入出力データを2Dヒートマップ空間で整列させ、大規模な2Dオブジェクト検出事前学習（ヒートマップ事前学習）を通じて3D操作ポリシーを効率的に学習。RLBenchなど多様なベンチマークと実際のロボットにおいて、SOTA（最先端）および強い汎化性能を達成。
"End-to-End, Failure-Recovery",SAFE,"SAFE: Multitask Failure Detection for Vision-Language-Action Models ",,Toyota Research Institute,https://arxiv.org/abs/2506.09937,https://vla-safe.github.io/,Manipulation,Tabletop,"Franka Emika Panda, Simulation",Supervised,"LIBERO, SIMPLER","Language, Proprioception, Vision","BridgeV2, DROID, LIBERO","OpenVLA, Pi0",,VLA内部のフィーチャーの構造的特性を活用し、多様なタスクにおける失敗を早期に検出できるマルチタスク失敗検出器（SAFE）を提案した。SAFEはMLP/LSTMベースのフィーチャープロービングとコンフォーマル予測により、既存のシステムに比べて未知のタスクにおいてより正確で高速な失敗検出性能を実現する。
Evaluation,INT-ACT,From Intention to Execution: Probing the Generalization Boundaries of Vision-Language-Action Models,,New York University,https://arxiv.org/abs/2506.09930,https://ai4ce.github.io/INT-ACT/,Manipulation,Tabletop,Simulation,Supervised,INT-ACT,"Language, Vision",BridgeV2,"Magma, Octo, Pi0, SpatialVLA",,"シミュレーションベースの50個のタスクを用いて、INT-ACTスイートで最新のVLAモデルの一般化限界を体系的に評価しました。その結果、意図は適切に理解できるものの、行動の実行で失敗する「Intention-Action Gap」と、言語/ビジョン変換における一般化脆弱性を確認しました。
手法：SimplerEnvベースのシミュレーション、BridgeV2データセット、π0、SpatialVLA、Magma、Octoなど多様なモデルを用いた詳細なOOD評価および新たな「Intention Correct Rate」メトリクスの導入
."
End-to-End,TUDP,Time- Diffusion Policy with Action Discrimination for Robotic Manipulation,,China,https://arxiv.org/abs/2506.09422,,Manipulation,Tabletop,"Simulation, UR5",Supervised,RLBench,"Language, Proprioception, Vision",RLBench,CLIP,Diffusion,TUDPは、時間統合型速度場と行動判別ネットワークを組み合わせることで、反復回数を削減しつつも正確なロボット操作行動を迅速に生成します。RLBenchと実際の実験において、既存のSOTAを上回る成功率を示しており、action-wise trainingとtime-unified denoisingが核心的な手法です。
"End-to-End, Hierarchical",RationalVLA,RationalVLA: A Rational Vision-Language-Action Model with Dual System,,"HKUST, Shanghai Jiao Tong University",https://arxiv.org/abs/2506.10826,https://irpn-eai.github.io/RationalVLA/,Manipulation,Tabletop,"AgileX, Simulation","LoRA, Supervised",CALVIN,"Language, Proprioception, Vision","CALVIN, RAMA benchmark","CLIP, LLaVA",Diffusion,RationalVLAは、デュアルシステム構造を採用し、高次元MLLMと低次元ポリシーを潜在空間で結合することで、欠陥のあるコマンドを拒否し、複雑なコマンドを正確に実行するモデルです。RAMAベンチマークにおいて、既存のモデルと比較して成功率を14.5%向上させました。
"End-to-End, Hierarchical",Fast-in-Slow,Fast-in-Slow: A Dual-System Foundation Model Unifying Fast Manipulation within Slow Reasoning,,China,https://arxiv.org/abs/2506.01953,https://fast-in-slow.github.io/,"Bi-manual, Manipulation",Tabletop,"AgileX, AlphaBot, Simulation",Supervised,RLBench,"Language, PointCloud, Proprioception, Vision","DROID, Open-X-Embodiment, ROBOMIND","DINOv2, LLaMA2, SigLIP",Diffusion,VLM内に高速行動モジュールを統合し、異種入力を用いた非同期デュアルシステム構造を提案するモデル。DiffusionとAutoregressiveを基盤とした共同訓練により、高い性能と高速処理を同時に実現したモデル。
End-to-End,OE-VLA,Unveiling the Potential of Vision-Language-Action Models with Open-Ended Multimodal Instructions,,Zhejiang University,https://arxiv.org/abs/2505.11214v1,,Manipulation,Tabletop,Simulation,Supervised,CALVIN,"Language, Vision",CALVIN,"Qwen1.5, SigLIP",,マルチモーダル入力（画像、動画など）を処理できるように、2段階のカリキュラム学習を活用したエンドツーエンドのVLAモデル。CALVINデータセットを用いてロボット操作実験を実施。
End-to-End,CEED-VLA,CEED-VLA: Consistency Vision-Language-Action Model with Early-Exit Decoding,,"HKUST, Zhejiang University",https://www.arxiv.org/abs/2506.13725,https://irpn-eai.github.io/CEED-VLA/,"Bi-manual, Manipulation",Tabletop,"AgileX, Simulation","Distillation, Supervised","CALVIN, LIBERO","Language, Proprioception, Vision",,"DINOv2, LLaVA, OpenVLA, SigLIP","Discrete Token, Parallel Decoding",Jacobi ディコーディングと一貫性蒸留学習、混合ラベル指導、早期脱出ディコーディングを適用し、VLA モデルの推論を最大4倍高速化したモデルで、実際のロボットおよびシミュレーショントスクで検証済みです。
"Augmentation, End-to-End, Humanoid, Prediction",DreamGen,DreamGen: Unlocking Genearlization in Robot Learning through Video World Models,,"Caltech, KAIST, NVIDIA, UC Los Angeles, UC San Diego, University of Texas at Austin, University of Washington",https://arxiv.org/abs/2505.12705,https://github.com/NVIDIA/GR00T-Dreams,"Bi-manual, Dexterous Hand, Manipulation",Tabletop,"Franka Emika Panda, GR-1, SO-100, Simulation","LoRA, Self-Supervised, Supervised","DreamGen Bench, RoboCasa","Language, Vision","AgiBot World, BridgeV2, DROID, DexMimicGen, Ego4D, Language Table, RT-1, RoboCasa, Something-Something","CogVideoX, Cosmos, Hunyuan, SigLIP2, VQ-VAE, WAN2.1",Flow Matching,合成ビデオからIDMやLAPAを用いて行動を抽出し、ニューラル・トレジェクトリを構成し、これにより多様な行動と環境に一般化可能なポリシーを学習する。実際のロボットに対する最小限のテレオペレーションのみで、シミュレーションと現実世界において強力な一般化性能を達成する。
"RL, Training",RLRC,RLRC: Reinforcement Learning-based Recovery for Compressed Vision-Language-Action Models,,Shanghai Jiao Tong University,https://arxiv.org/abs/2506.17639,https://rlrc-vla.github.io/,Manipulation,Tabletop,Simulation,"Quantization, RL, Supervised","LIBERO, Maniskill3","Language, Proprioception, Vision",,OpenVLA,"Autoregressive, Discrete Token",RLRCは、VLAモデルを構造的プルーニング、SFT+RLに基づく性能回復、4ビット量子化により、最大8倍のメモリ削減と性能の維持/向上を実現したVLA圧縮フレームワークです。WidowX-250SロボットアームでManiSkill3でテストされ、特にOOD一般化において優れた結果を示しました。
"End-to-End, Hierarchical, Prediction",MinD,MinD: Unified Visual Imagination and Control via Hierarchical World Model,,"HKUST, Peking University",https://arxiv.org/abs/2506.18897,https://manipulate-in-dream.github.io/,Manipulation,Tabletop,"Franka Emika Panda, Simulation",Supervised,RLBench,"Language, Proprioception, Vision",RT-1,"Dynamicrafter, OpenCLIP",Diffusion,MinDは、ビデオ生成器と行動ポリシーを組み合わせた階層的拡散ベースの世界モデルであり、リアルタイム操作と視覚的想像を統合し、映像と行動の一貫性を向上させました。DiffMatcherと共同学習戦略により、ビデオの特徴をポリシーに整合させ、RLBenchと実際のロボットにおいて最先端（SOTA）の性能を達成しました。
End-to-End,CronusVLA,CronusVLA: Transferring Latent Motion Across Time for Multi-Frame Prediction in Manipulation,,"Shanghai Artificial Intelligence Laboratory, Zhejiang University",https://arxiv.org/abs/2506.19816,https://lihaohn.github.io/CronusVLA.github.io/,Manipulation,Tabletop,"Franka Emika Panda, Simulation",Supervised,"LIBERO, SIMPLER","Language, Vision","BridgeV2, Fractal, Open-X-Embodiment","DINOv2, LLaMA2, Qwen2.5, SigLIP","Autoregressive, Discrete Token","単一フレームVLAモデルを基盤に、モーション特徴量を活用したマルチフレームエンコーディングとクロスフレームデコーディングを組み合わせることで、効率的な行動予測を可能にするエンドツーエンドフレームワーク。
その後のファインチューニングにおいて、特徴量-行動リトリバルに基づく行動適応を導入し、精度と汎化能力を向上させる。"
"End-to-End, Prediction",WorldVLA,"WorldVLA: Towards Autoregressive Action World Model ",,China,https://arxiv.org/abs/2506.21539,https://github.com/alibaba-damo-academy/WorldVLA,Manipulation,Tabletop,Simulation,Supervised,LIBERO,"Language, Vision",LIBERO,"Chameleon, VQ-GAN","Autoregressive, Discrete Token","WorldVLAは、画像、テキスト、アクションを統合し、環境状態の予測とアクションの生成を同時に実行するオートリグレッションモデルです。世界モデルとポリシーモデルの相互補完的な学習を通じて、操作性能を向上させます。
アクションエラーの蓄積を防ぐアテンションマスキング戦略と混合学習により、長いシーケンスのアクションも安定して生成できるようにします。"
Special,ACTLLM,ACTLLM: Action Consistency Tuned Large Language Model,,University of Rochester,https://arxiv.org/abs/2506.21250,,Manipulation,Tabletop,Simulation,Supervised,"RAVENS, VIMA-Bench","Language, Vision",,LLaMA3,"Continuous, Discrete Token","視覚的観察を構造化されたシーン説明（JSON）に変換し、これに基づいて一貫した行動を推論するようにLLMをチューニングした操作モデルACTTLMを提案する。
Action consistency lossとmulti-turn visual dialogueフレームワークを導入することで、複雑なタスクにおいても一般化性能と文脈の一貫性を大幅に向上させた。"
"End-to-End, Policy",BAKU,BAKU: An Efficient Transformer for Multi-Task Policy Learning,NeurIPS,New York University,https://arxiv.org/abs/2406.07539,https://baku-robot.github.io/,"Manipulation, Whole-Body Control",Tabletop,"Simulation, xArm",Supervised,"DMC, LIBERO, MetaWorld","Language, Proprioception, Vision",,,Continuous,BAKUは、マルチモーダルエンコーダー、トランスフォーマーベースの観測トランク、およびチャンク化されたアクション予測を組み合わせたシンプルで効率的なトランスフォーマーアーキテクチャであり、少ないデモデータでも多様なタスクで強力な性能を達成しました。特に、LIBERO-90と実際のxArm操作タスクにおいて、既存のSOTA手法と比較して最大36%の性能向上を示しました。
"End-to-End, Policy",MDT,Multimodal Diffusion Transformer: Learning Versatile Behavior from Multimodal Goals,RSS,Karlsruhe Institute of Technology,https://arxiv.org/abs/2407.05996,https://intuitive-robots.github.io/mdt_policy/,Manipulation,Tabletop,"Franka Emika Panda, Simulation","Self-Supervised, Supervised","CALVIN, LIBERO","Language, Proprioception, Vision",,"CLIP, Voltron",Diffusion,MDTは、言語や画像など多様な目標モダリティから長期的な操作行動を学習する拡散ベースのトランスフォーマー政策です。MGFとCLAという自己教師付き補助損失を活用し、少数の言語注釈のみでも高い性能を達成します。
"3D, End-to-End",RoboMM,RoboMM: All-in-One Multimodal Large Model for Robotic Manipulation,,China,https://arxiv.org/abs/2412.07215,https://robouniview.github.io/RoboMM.github.io/,Manipulation,Tabletop,Simulation,Supervised,"CALVIN, Colosseum, LIBERO, Maniskill2, MetaWorld, RLBench, RoboCAS, RoboCasa, Robomimic","Depth, Language, Proprioception, Vision",,"OpenFlamingo, UVFormer",Continuous,RoboMMは、OpenFlamingoを基盤としたマルチモーダルデコーダーとUVFormerを基盤とした3D認識アダプターを組み合わせた汎用操作ポリシーであり、**すべてのモダリティ（画像・行動・占有状態など）**を予測するエンドツーエンドアーキテクチャです。RoboDataは、9つのロボットデータセットを3D空間アラインメントとアクション正規化を通じて統合した大規模アラインメントデータセットです。
Planning,LLaRA,LLaRA: Supercharging Robot Learning Data for Vision-Language Policy,ICLR,Stony Brook University,https://arxiv.org/abs/2406.20095,https://github.com/LostXine/LLaRA,Manipulation,Tabletop,"Simulation, xArm","Self-Supervised, Supervised",VIMA-Bench,"Language, Vision",,LLaVA,Primitive,LLaRAは、既存のロボットデモデータを対話型インストラクションチューニングデータに変換し、画像座標に基づく自然言語アクション予測を通じてVLMをロボットポリシーに変換します。自己教師付き方式の補助データを活用することで性能を大幅に向上させ、小規模なデータでも強力な汎化能力を示します。
"3D, End-to-End",DI2,Depth Helps: Improving Pre-trained RGB-based Policy with Depth Information Injection,IROS,"China, Shanghai Artificial Intelligence Laboratory",https://arxiv.org/abs/2408.05107,https://gewu-lab.github.io/DepthHelps-IROS2024/,Manipulation,Tabletop,"Franka Emika Panda, Simulation",Supervised,LIBERO,"Depth, Language, Vision",,OpenFlamingo,Continuous,DI²フレームワーク（Depth Completion ModuleとDepth-Aware Codebookを含む）を通じて、RGBのみの方針に深度情報に基づく空間知識を注入します。RGB-D学習とRGBのみ推論構造により、LIBEROおよび現実世界の操作タスクにおいて性能向上を実現しました。
"3D, End-to-End",RoboUniView,RoboUniView: Visual-Language Model with Unified View Representation for Robotic Manipulation,,China,https://arxiv.org/abs/2406.18977,https://github.com/liufanfanlff/RoboUniview,Manipulation,Tabletop,Simulation,Supervised,CALVIN,"Depth, Language, Vision",,"CLIP, GPT-Neox, LLaMA, MPT, UVFormer","Autoregressive, Continuous","RoboUniViewは、複数の視点のイメージを3D占有率ベースで統合した統一されたビュー表現を事前学習し、これを基盤に言語と手首のイメージ情報を統合してロボットの操作行動を予測するモデルです。
UVFormerを用いて視覚情報と操作行動を分離して学習することで、視点の変化にも強い汎化性能を実現しました。"
"End-to-End, Prediction",GR-2,GR-2: A Generative Video-Language-Action Model with Web-Scale Knowledge for Robot Manipulation,,ByteDance Research,https://arxiv.org/abs/2410.06158,https://gr2-manipulation.github.io/,Manipulation,"Industrial, Kitchen, Tabletop","Kinova Gen3, Simulation","Self-Supervised, Supervised",CALVIN,"Language, Proprioception, Vision","BridgeV2, EPIC-Kitchens, Ego4D, HowTo100M, Kinetics-700, RT-1, Something-Something","CLIP, VQ-GAN",Conditional VAE,"GR-2は、3,800万件のウェブ動画を用いて動画生成の事前学習を実施し、その成果を基に実際のロボットデータで微調整を行うことで、言語条件下で多様な操作をエンドツーエンドで実行するモデルです。
動画生成を基盤としたGPTトランスフォーマーアーキテクチャとcVAEを活用し、100種類以上の操作タスクとビンピッキングにおいて汎化能力を実証しました。"
"End-to-End, Prediction",Moto,Moto: Latent Motion Token as the Bridging Language for Robot Manipulation,ICCV,"The University of Hong Kong, UC Berkeley",https://arxiv.org/abs/2412.04445,https://chenyi99.github.io/moto/,Manipulation,Tabletop,"FANUC Mate, Simulation","Self-Supervised, Supervised","CALVIN, SIMPLER","Language, Vision","Open-X-Embodiment, Something-Something","T5, VQ-VAE, ViT","Autoregressive, Continuous","ビデオから抽出されたLatent Motion Tokenを「モーション言語」として使用し、GPTベースの事前学習とco-fine-tuningを通じてデータ効率の良いロボット操作ポリシーを学習するエンドツーエンドのフレームワークを提案。
SIMPLER、CALVIN、実世界のFANUCロボットにおいて優れた性能と汎化能力を実証。"
"End-to-End, Prediction",TraceVLA,TraceVLA: Visual Trace Prompting Enhances Spatial-Temporal Awareness for Generalist Robotic Policies,ICLR,"Microsoft, University of Maryland",https://arxiv.org/abs/2412.10345,https://tracevla.github.io/,Manipulation,Tabletop,"Simulation, WidowX",Supervised,SIMPLER,"Language, Vision","BridgeV2, Open-X-Embodiment, RT-1","OpenVLA, Phi3-Vision","Autoregressive, Discrete Token",過去の動作軌跡を画像上に重ねるVisual Trace Prompting手法により、VLAモデルの空間・時間認識を強化し、操作タスクの汎化性能を向上させました。TraceVLAは、シミュレーターと実機ロボットの両方で、既存モデル（OpenVLA）に比べて優れた性能を実証しています。
"Device, End-to-End",RUMs,Robot Utility Models: General Policies for Zero-Shot Deployment in New Environments,,"Meta, New York University",https://arxiv.org/abs/2409.05865,https://robotutilitymodels.com/,Manipulation,"Indoor, Kitchen, Tabletop","Hello Stretch, xArm",Supervised,,"Depth, Language, Proprioception, Vision",,HRP,"Autoregressive, Discrete Token",多様な環境で収集したデモデータを用いて多模態ポリシーを学習し、mLLMベースの失敗検出と再試行機能を備えたゼロショット汎用ポリシーRUMsを提案。Stick-v2ツールでデータ収集を効率化し、Hello Robot Stretchなどへの成功した展開を実現。
Affordance,RoboPoint,RoboPoint: A Vision-Language Model for Spatial Affordance Prediction for Robotics,CoRL,"Allen Institute for AI, NVIDIA, University of Washington",https://arxiv.org/abs/2406.10721,https://robo-point.github.io/,"Manipulation, Navigation","Indoor, Tabletop","Franka Emika Panda, Simulation, YouBot",Supervised,"GQA, RoboRefIt, VQA-v2, Where2Place","Depth, Language, Vision","LLaVA Instruction, LVIS, RoboRefIt, WHERE2PLACE","CLIP, Vicuna","Autoregressive, Discrete Token",言語ベースの空間指示を用いて画像内の操作ポイントを予測する**point-based VLM (RoboPoint)**を提案し、自動合成データ生成と指示チューニングにより、実際の操作、ナビゲーション、ARにおいて高い精度を実現する。
"Audio, Hierarchical, Special",Yell At Your Robot,Yell At Your Robot: Improving On-the-Fly from Language Corrections,RSS,"Stanford University, UC Berkeley",https://arxiv.org/abs/2403.12910,https://yay-robot.github.io/,"Bi-manual, Manipulation",Tabletop,ALOHA,Supervised,,"Audio, Language, Proprioception, Vision",,"CLIP, DistilBERT, Whisper",Continuous,ユーザーの声のフィードバックを活用し、高水準の言語ポリシーをリアルタイムで修正し継続的に改善する階層的ロボット制御フレームワーク（YAY Robot）を提案する。ALOHA二腕ロボットを用いた実際の操作実験において、言語ベースの修正のみにより20％以上の性能向上を達成した。
Special,BYOVLA,Run-time Observation Interventions Make Vision-Language-Action Models More Visually Robust,,Princeton University,https://arxiv.org/abs/2410.01971,https://aasherh.github.io/byovla/,Manipulation,"Kitchen, Tabletop",WidowX,,,"Language, Proprioception, Vision",BridgeV2,"GPT, GroundingDINO, Octo, OpenVLA, SAM2",,BYOVLAは、視覚-言語-行動モデルの視覚的感度を低減するため、実行時にタスクと無関係な領域を特定し、感度の高い部分のみを最小限に修正する軽量な手法です。モデル自体を変更することなく、ディストラクターに対して頑強なポリシーの実行が可能です。
End-to-End,Actra,Actra: Optimized Transformer Architecture for Vision-Language-Action Models in Robot Learning,,China,https://arxiv.org/abs/2408.01147,,Manipulation,Tabletop,Simulation,"Self-Supervised, Supervised","FrankaKitchen, Maniskill2, Push-T","Language, Vision",,T5,Parallel Decoding,Actraは、セグメント単位のTrajectory AttentionとAction Queryを活用し、従来の因果関係に基づくVLAの限界を克服した、モダリティ間の整合性を強化したVLA専用のトランスフォーマーです。これにより、多様なロボット操作環境において最先端の性能を実現します。
"End-to-End, Prediction",GR-1,Unleashing Large-Scale Video Generative Pre-training for Visual Robot Manipulation,,ByteDance Research,https://arxiv.org/abs/2312.13139,https://gr1-manipulation.github.io/,Manipulation,Tabletop,"Kinova Gen2, Simulation","Self-Supervised, Supervised",CALVIN,"Language, Proprioception, Vision",Ego4D,CLIP,"Autoregressive, Continuous",Video Generation Modelとしてpre-trainingされたモデルをfine-tuningしたらVLAの性能が良くなる
"End-to-End, Tactile",TLA,TLA: Tactile-Language-Action Model for Contact-Rich Manipulation,,China,https://arxiv.org/abs/2503.08548,https://sites.google.com/view/tactile-language-action/,"Manipulation, Peg-in-Hole","Assembly, Tabletop","Simulation, UR5","LoRA, Supervised",,"Language, Tactile",TLA Dataset,Qwen2-VL,"Autoregressive, Discrete Token","Qwen2-7BのViTにTactileを入れ整数値の言語tokenを出力, 小数点に直してactionに. LoRA"
End-to-End,ECoT,Robotic Control via Embodied Chain-of-Thought Reasoning,CoRL,"Stanford University, UC Berkeley",https://arxiv.org/abs/2407.08693,https://embodied-cot.github.io/,Manipulation,Tabletop,WidowX,Supervised,,"Language, Proprioception, Vision",BridgeV2,"DINOv2, Gemini, GroundingDINO, LLaMA2, OpenVLA, SAM, SigLIP","Autoregressive, Discrete Token","OpenVLAをCoTデータでfinetuning. 画像と言語から直接actionではなく, scene descriptionやobject detectionの結果などもその前にちまちま入れて学習しCoTを実現"
"Application-Oriented, Hierarchical, RL",NaVILA,NaVILA: Legged Robot Vision-Language-Action Model for Navigation,RSS,"NVIDIA, UC San Diego",https://arxiv.org/abs/2412.04453,https://navila-bot.github.io/,Navigation,"Indoor, Outdoor","Booster T1, Unitree Go2, Unitree H1","RL, Supervised","R2R-CE, RxR-CE, ScanQA, VLN-CE","Language, PointCloud, Proprioception, Vision","R2R-CE, RxR-CE, ScanQA, Youtube",VILA,Continuous,"自然言語で中間レベルの行動（例：「右に30度回転、1m前進」）を生成するVLAと、これを実際の関節制御に変換するRLロコモーションポリシーを組み合わせた2段階のVLNフレームワークを提案する。
この構造により、従来の手法と比較して、実際の環境およびシミュレーション環境の両方で成功率、汎用性、頑健性を大幅に向上させた。"
"Application-Oriented, End-to-End",RoboNurse-VLA,RoboNurse-VLA: Robotic Scrub Nurse System based on Vision-Language-Action Model,,"IIT, The University of Hong Kong",https://arxiv.org/abs/2409.19590,https://robonurse-vla.github.io/,"Human-Cooperation, Manipulation","Surgical, Tabletop",UR5,"LoRA, Supervised",,"Audio, Language, Proprioception, Vision",,"ASR, LLaMA2, OpenVLA, SAM2","Autoregressive, Discrete Token","SAM2ベースのビジョンモジュールとLlama2言語モデルを統合したVLAモデルを用いて、音声コマンドに従って複雑な手術ツールを検出・把持・伝達するロボット看護師システムを開発し、既存のSOTAモデルと比較してすべての実験で圧倒的な成功率を達成しました。
主な手法：YOLOv8+SAM2による視覚分割、Llama2のファインチューニング（LORA）による言語-行動予測、行動のディスクリタライズとトークナイジング、実際のUR5ロボットを用いた実験。"
"Application-Oriented, Hierarchical, Planning, Special",Mobility VLA,Mobility VLA: Multimodal Instruction Navigation with Long-Context VLMs and Topological Graphs,,Google DeepMind,https://arxiv.org/abs/2407.07775,,Navigation,Indoor,Google EDR,,,"Language, Vision",,Gemini,Optimization,"Mobility VLAは、デモツアー動画とマルチモーダル（テキスト+画像）の指示を入力として、Long-context VLM（Gemini 1.5 Pro）とオフライントポロジカルグラフ（COLMAPベース）を組み合わせたハイブリッドポリシーで目標位置を推論し、実際の環境内で堅牢なナビゲーションを実行します。
この構造は、従来のVLM単独方式よりも複雑な指示や状況依存のマルチモーダル命令において優れた成功率を示し、環境に応じてスマートフォン動画のみがあれば簡単に適用可能です。"
"Application-Oriented, End-to-End",Uni-NaVid,Uni-NaVid: A Video-based Vision-Language-Action Model for Unifying Embodied Navigation Tasks,RSS,Peking University,https://arxiv.org/abs/2412.06224,https://pku-epic.github.io/Uni-NaVid/,Navigation,Indoor,"Simulation, Unitree Go2",Supervised,"HM3D, HM3D-OVON, MP3D-EQA, OpenEQA, R2R-CE, RxR-CE, VLN-CE","Language, Vision","HM3D, HM3D-OVON, MP3D-EQA, R2R-CE, RxR-CE, ScanQA, VLN-CE","EVA-CLIP, Vicuna","Autoregressive, Discrete Token","多様なロボットナビゲーションタスク（ビジョン-言語、オブジェクト探索、質問応答、人間追跡）を統合し、RGBビデオと言語コマンドのみでリアルタイム行動をエンドツーエンドで出力するモデルと、効率的なトークンマージ技術および360万サンプルの大規模データによりSOTA性能を達成しました。
（手法：オンライントークンマージによる時空間情報圧縮、マルチタスク大規模データ共同トレーニング、現実世界でのゼロショット適用可能）
."
"Application-Oriented, Dataset, End-to-End",CoVLA,CoVLA: Comprehensive Vision-Language-Action Dataset for Autonomous Driving,WACV,"Keio, NII, The University of Tokyo, Turing, University of Tsukuba",https://arxiv.org/abs/2408.10845,https://turingmotors.github.io/covla-ad/,"Autonomous Driving, Navigation","Autonomous Driving, Outdoor",Vehicle,Supervised,,"Language, Proprioception, Vision",CoVLA Dataset,"CLIP, LLaMA2","Autoregressive, Continuous","実際の道路走行動画を基に、自動生成されたフレームごとの言語キャプションと未来の軌跡を含む大規模なVLAデータセットCoVLAと、これを利用したエンドツーエンドの自律走行VLAモデルCoVLA-Agentを提案した。
自動化されたセンサー融合、ルール+VLMベースのキャプション生成などによりデータ収集/ラベリングを拡張し、一貫した言語-行動予測性能を実験で検証した。"
"Application-Oriented, End-to-End",OpenDriveVLA,OpenDriveVLA: Towards End-to-end Autonomous Driving with Large Vision Language Action Model,,TUM,https://arxiv.org/abs/2503.23463,https://drivevla.github.io/,"Autonomous Driving, Navigation","Autonomous Driving, Outdoor",Vehicle,Supervised,,"Depth, Language, PointCloud, Proprioception, Vision",nuScenes,Qwen2.5-VL,"Autoregressive, Discrete Token","OpenDriveVLAは、2D/3D環境認識とドライバーのコマンドを階層的ビジョン-言語アラインメントおよびエージェント-環境-車両相互作用モジュールを通じて、LLMベースでエンドツーエンドの走行軌道を直接生成するモデルであり、nuScenesデータセットでSOTAを達成しました。
（主要な手法：2D/3Dトークンの言語埋め込みアラインメント、オートリグレッション相互作用、運転指示のチューニング、共同エンドツーエンド軌道計画）
."
"Application-Oriented, End-to-End",ORION,ORION: A Holistic End-to-End Autonomous Driving Framework by Vision-Language Instructed Action Generation,,China,https://arxiv.org/abs/2503.19755,https://xiaomi-mlab.github.io/Orion/,"Autonomous Driving, Navigation","Autonomous Driving, Outdoor",Simulation,"LoRA, Supervised",Bench2Drive,"Language, Vision",Bench2Drive,"EVA-02, Vicuna",Conditional VAE,ORIONはQT-Formerで長期的な文脈を要約し、LLMで運転状況を推論し、VAEベースの生成型プランナーで推論空間と行動空間を一致させて、エンドツーエンドで数値的な走行軌跡を生成します。Bench2Drive実験において、既存のSOTAと比較してDS +14.28%、SR +19.61%の大幅な性能向上を実現しました。
"Application-Oriented, Hierarchical, Planning",UAV-VLA,UAV-VLA: Vision-Language-Action System for Large Scale Aerial Mission Generation,,Russia,https://arxiv.org/abs/2501.05014,,Navigation,Outdoor,UAV,,,"Language, Vision",,"GPT, Molmo",Primitive,"衛星画像と自然言語コマンドを入力すると、ビジョン・ランゲージ・モデルとGPTを組み合わせることで、ドローンの飛行経路および行動を自動的に生成するUAV-VLAシステムを提案する。
このシステムは、人間よりも6.5倍速く、22%長い経路でミッションを完了し、衛星ベースの言語指示によるUAV経路生成のベンチマークと手法（GPT+VLMの組み合わせ、ゼロショット）も併せて提示する。
。"
"Application-Oriented, End-to-End",CombatVLA,CombatVLA: An Efficient Vision-Language-Action Model for Combat Tasks in 3D Action Role-Playing Games,ICCV,China,https://arxiv.org/abs/2503.09527,https://combatvla.github.io/,Game,Game,Simulation,Supervised,,"Language, Vision",,Qwen2.5-VL,Primitive,"CombatVLAは、人間プレイヤーのデータに基づくAoTシーケンスをプログレッシブ学習で学習し、3D戦闘ゲームにおいてリアルタイムの高速戦闘行動予測が可能な3B VLAモデルを提案します。
トランクトークンに基づく推論の短縮、アクションアラインメント/コントラスト損失などにより、戦術的推論と実行効率を同時に実現しています。"
"Application-Oriented, End-to-End",JARVIS-VLA,JARVIS-VLA: Post-Training Large-Scale Vision Language Models to Play Visual Games with Keyboards and Mouse,,Peking University,https://arxiv.org/abs/2503.16365,https://craftjarvis.github.io/JarvisVLA/,Game,Game,Simulation,"Self-Supervised, Supervised",,"Language, Vision",,"LLaVA-Next, Qwen2-VL","Autoregressive, Discrete Token","ビジョン-言語モデルに動作学習を実施する前に、ビジョン-言語のポストトレーニング（post-training）を適用し、環境理解と空間的整列能力を強化し、その後、動作模倣学習を通じてマインクラフト内の1,000を超えるタスクでSOTA性能を達成したVLAモデルを提案する。
主要な手法：ビジョン-言語ベースの自己教師付き後処理（ActVLP）とトラジェクトリー模倣学習の組み合わせ。"
